Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,TotalIncomeByPerson,Cuota,%Cuota,log_ApplicantIncome,log_TotalIncome,Loan_Status
0.0,0.32489236823517226,0.10000719994240047,0.4664586583463338,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27819867870780046,0.3538072723658616,0.09003312255344775,0.048157110317248605,0.6732138366557083,0.6471557689558844,1
1.0,0.2824282735192197,0.0,0.1856474258970359,0.358974358974359,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.15268804169949693,0.04195595689398134,0.07437518819632641,0.06900490171599045,0.6347515145086717,0.49598859530692296,0
0.0,0.06211950489388121,0.47999616003071977,0.1466458658346334,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5105279107824716,0.6259317630020872,0.028304727491719358,0.004641117221227312,0.2803611489519029,0.8109644529320397,0
0.0,0.03954206047559748,0.0,0.0686427457098284,0.7435897435897436,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.012631068549609069,0.04275106132242904,0.01324902137910268,0.05528287980088,0.204530055030391,0.0910419074080675,0
0.0,0.0,0.12710298317613458,0.2480499219968799,0.7435897435897436,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1182253469907267,0.1664323948261419,0.04787714543812105,0.054354816142619444,0.0,0.43609351731808044,0
0.3333333333333333,0.1496964447882667,0.03619171046631627,0.1856474258970359,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1127098612037093,0.07349036645795176,0.0358325805480277,0.041765410520278046,0.4704158627246984,0.4252699012758838,1
0.6666666666666666,0.04240102922875073,0.039167686658506735,0.1622464898595944,1.0000000000000002,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05384568761743135,0.021680793968564975,0.02280939476061427,0.04655853205745385,0.21520913005083742,0.27516910331220457,0
0.0,0.09188641485318265,0.07358341133270933,0.2542901716068643,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11714649372689254,0.16516874671664467,0.04908160192713038,0.05622073531721876,0.3585567483291068,0.4340073628689889,0
1.0,0.08713548148397211,0.0,0.1622464898595944,0.7435897435897436,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.04007515607006485,0.008980420553449475,0.031315868714242696,0.0767644823175541,0.34731151453214437,0.22543520147739438,0
0.3333333333333333,0.44051242810534036,0.0,0.43213728549141966,0.7435897435897436,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2438450815200921,0.15028893526998055,0.08340861186389642,0.05047222259205461,0.7589156205415377,0.6128582734371228,1
0.0,0.055098213985401906,0.05800753593971248,0.1981279251170047,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0801987999272683,0.12189234853970553,0.03824149352604637,0.058969120570026144,0.2586809416815008,0.3518716183417214,0
0.0,0.5743373919477931,0.050399596803225574,0.46021840873634945,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3719255712467422,0.4635884766651049,0.08882866606443843,0.035213100972172735,0.8355390002197738,0.7244368279588196,1
0.0,0.11736487168275424,0.03559171526627787,0.1794071762870515,0.6153846153846154,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.09346020970967936,0.13742528148116595,0.04209575429087624,0.05774900825456616,0.41281730941834294,0.3840435532743216,0
0.6666666666666666,0.16899448387205113,0.049991600067199465,0.2745709828393136,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13777804715437297,0.05445045505530235,0.05299608551641072,0.05294617747777383,0.500347626562736,0.4715512078224524,1
0.0,0.7207334095724931,0.0,0.1809672386895476,0.7435897435897436,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4054306321595248,0.502832559526345,0.0349292381812707,0.009844008345248807,0.9022727163881781,0.747793386205077,0
0.3333333333333333,0.6577520096868525,0.05399956800345597,0.12012480499219971,0.7435897435897436,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.42366204012364383,0.25559767715920545,0.02318578741342969,0.004569739970135802,0.8752833813909286,0.7597666027121521,0
1.0,0.32489236823517226,0.11990304077567379,0.18876755070202808,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29829686647675613,0.0845934318694893,0.036434808792532365,0.01566201644401904,0.6732138366557083,0.665516168155408,0
1.0,0.35041286872287847,0.0,0.4414976599063962,0.7435897435897436,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.1918904176010667,0.053435277079695025,0.08521529659741041,0.0647850348392934,0.6942465726672462,0.5519884210173389,0
0.0,0.15671773569674602,0.0,0.1326053042121685,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0801987999272683,0.12189234853970553,0.025594700391448354,0.038998309264136846,0.4816394678655018,0.3518716183417214,0
0.0,0.1396480104940957,0.017663858689130486,0.1216848673946958,0.7435897435897436,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0881992848051397,0.13126322216069627,0.02348690153568202,0.03298254228518342,0.4536205931148771,0.37169694033707534,1
0.3333333333333333,0.1542792035249388,0.0,0.15132605304212168,0.7435897435897436,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0787926541002485,0.053626954040124374,0.029208069858476363,0.04532730445186976,0.4777868114732571,0.3482452988932594,1
0.6666666666666666,0.0984872691803159,0.04600763193894449,0.1606864274570983,0.7435897435897436,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.09309655130613975,0.0370054852740034,0.031014754591990358,0.042193365406600125,0.37354011643275076,0.3832065184400708,1
0.0,0.10403703205408395,0.04713562291501668,0.1669266770670827,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09743620825504576,0.14208232170493107,0.0322192110809997,0.04227793090437206,0.38560623564358965,0.3930435541781745,0
0.6666666666666666,0.27935908647539337,0.0,0.2745709828393136,0.7435897435897436,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1509182374689375,0.05958077172457204,0.05299608551641072,0.0488004503776239,0.6317798563822854,0.493191516989846,0
0.0,0.03268894419965661,0.029111767105863152,0.0592823712948518,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.038087156797381665,0.07256747738921783,0.011442336645588677,0.029533849734505003,0.17734588678575314,0.21750950354553744,0
0.0,0.15953466079176465,0.02215182278541772,0.1731669266770671,0.358974358974359,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.10420025456088247,0.1500049694026778,0.06955736224028906,0.08873812152773469,0.48603181793588934,0.40775088448397057,0
0.6666666666666666,0.2319758837576918,0.0,0.30577223088923555,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12359536941632826,0.048913120642898725,0.059018367961457395,0.0650989410928146,0.5819228933194709,0.44626356484755725,0
1.0,0.1426751538797874,0.029999760001919985,0.1575663026521061,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.10240620643675374,0.027232326674333743,0.030412526347485695,0.038150373047125166,0.45877559688553804,0.4039208644549994,0
0.0,0.056990178601459204,0.0,0.0,0.7435897435897436,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02269228438087157,0.054535644815493174,0.0,0.0028498530834600343,0.2646719984664898,0.1476506149973691,1
0.3333333333333333,0.23483485251084502,0.0,0.1996879875195008,0.358974358974359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.12524395417904113,0.08083088412772786,0.07979524239686842,0.08795448622978877,0.58516661741367,0.44931672572427583,0
1.0,0.08436060004708808,0.0,0.140405616224649,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03847505909449058,0.008511876872399937,0.027100271002710025,0.06812205587793212,0.34055198630593786,0.21907278392090968,0
0.0,0.09310568093908626,0.0,0.0327613104524181,0.7435897435897436,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04351778895690648,0.07892831281679943,0.006323396567299006,0.015234110259737147,0.3613788251025558,0.23867608172088728,0
0.0,0.0691407958023605,0.03899968800249598,0.1170046801872075,0.7435897435897436,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06909509667252561,0.10888671181723958,0.022583559168925023,0.038505531068331836,0.3006389154929203,0.3219441894370356,0
0.0,0.027139181325888537,0.093359253125975,0.2995319812792512,0.7435897435897436,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.09978786593126854,0.14483679061776775,0.05781391147244806,0.07598207263359714,0.1534625216904093,0.39824037051950967,1
0.0,0.12106471359859962,0.03998368013055895,0.15600624024961,0.7435897435897436,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10003030486696163,0.1451207564850705,0.030111412225233364,0.038516494312252667,0.4199705050247924,0.3987709588089108,0
0.0,0.04458729945175027,0.07559939520483837,0.1856474258970359,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0919086005212437,0.13560789993042835,0.0358325805480277,0.049547531011614555,0.2231369358527311,0.3804555440599606,0
1.0,0.1369992600316155,0.0,0.1419656786271451,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06882841384326321,0.017400008518976016,0.02740138512496236,0.0470605183021302,0.4490393853646464,0.32118673467748104,0
0.3333333333333333,0.13216423934613575,0.08085535315717474,0.2995319812792512,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14771804351778894,0.09399270207721033,0.05781391147244806,0.05455114572398921,0.4405002677081904,0.4880654920231571,1
0.0,0.06821583532339916,0.0825593395252838,0.1731669266770671,0.7435897435897436,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11256439784229347,0.15980179182462267,0.03342366757000903,0.03884280621409686,0.2980414013867385,0.4249790015947372,1
0.0,0.07469055867612857,0.05407156742746058,0.17628705148205928,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0875204557851991,0.1304681177322486,0.0340258958145137,0.048844416945826766,0.31578776207922843,0.37006553997291647,0
0.0,0.05173472133463339,0.04879160966712266,0.1575663026521061,0.7435897435897436,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.06894963331110976,0.10871633229685793,0.030412526347485695,0.05226869437826954,0.24773909027801677,0.3215312732784219,0
0.6666666666666666,0.1209806262823304,0.0,0.12636505460218408,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05959149039335717,0.0239241243202567,0.024390243902439025,0.04642335449324954,0.4198097313730065,0.2936742726382837,0
0.3333333333333333,0.19451498435975728,0.0,0.054602184087363496,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.10199406024607552,0.06721472079056098,0.01053899427883168,0.011893971094868856,0.5359950787601404,0.4030339304848565,0
0.0,0.10719030641417944,0.09873521011831905,0.2230889235569423,0.7435897435897436,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.15137887144675433,0.205264727179793,0.04305931948208371,0.03896836653377971,0.392260658508254,0.4939220791464698,1
0.3333333333333333,0.2967231172849859,0.05399956800345597,0.26677067082683303,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.21547972604400267,0.13367693203276965,0.051490514905149054,0.033657845686694186,0.6482327636514817,0.5811884906507481,0
0.0,0.0907932797416829,0.07000743994048048,0.2371294851794072,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11290381235226377,0.16019934403884653,0.045769346582354715,0.0539238317918138,0.3560048362730188,0.42565732208413687,0
0.0,0.14818287309542083,0.0,0.1653666146645866,0.7435897435897436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07527728953269894,0.11612784143345971,0.031918096958747366,0.051424982262039384,0.46794285888219234,0.3389796616039922,0
0.6666666666666666,0.30736016279304135,0.07600739194086448,0.24336973478939158,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2438450815200921,0.09586214403695344,0.04697380307136404,0.026707784086754675,0.6579012340072516,0.6128582734371228,0
0.0,0.10021105916383476,0.10600715194278446,0.1778471138845554,0.7435897435897436,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.15470028486574944,0.20915505956184066,0.03432700993676604,0.029813459833412003,0.3773378733908088,0.49913696332139335,0
0.0,0.08314133396118449,0.0,0.08892355694227769,0.7435897435897436,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.03777198618098066,0.07219832176172425,0.017163504968383016,0.04399101209060918,0.33753518379655745,0.21623321337577694,0
0.3333333333333333,0.0741860347785133,0.04600763193894449,0.21372854914196568,0.7435897435897436,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07908358082308017,0.053797333560506026,0.0412526347485697,0.06440295060606127,0.3144404388425688,0.3489992359210823,1
0.3333333333333333,0.14132975681948,0.04303165574675403,0.1684867394695788,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11479483605066973,0.07471141968735359,0.03252032520325203,0.03708247112503029,0.4564949395534623,0.4294082625098281,0
0.0,0.6402198042447216,0.0,0.28549141965678626,0.7435897435897436,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.35900357597430144,0.4484530959378683,0.05510388437217706,0.02098800251135318,0.8673377235618682,0.7149107641853854,1
0.0,0.3491936026369749,0.0,0.2792511700468019,0.358974358974359,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1911873446875568,0.2518919225909046,0.11050888286660643,0.08534321700058002,0.6932731620887784,0.5510721966379362,0
0.0,0.12518499209579104,0.05999952000383997,0.2043681747269891,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12262561367355596,0.1715863753176868,0.03944595001505571,0.04294857963233474,0.42774911748476496,0.44445272367146904,0
0.0,0.043536207998385104,0.0512155902752778,0.1232449297971919,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06667070731559488,0.10604705314421208,0.02378801565793436,0.041715167181704677,0.21935049766288284,0.31498568268830907,0
1.0,0.17841226329420296,0.042575659394724845,0.27769110764430577,0.7435897435897436,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.13571731620098187,0.036986554216183215,0.05359831376091539,0.05429589128750965,0.5139787861049068,0.46800875431741895,0
0.6666666666666666,0.040803370219635676,0.03899968800249598,0.1622464898595944,0.358974358974359,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.05275471240681253,0.02125484516761085,0.0653417645287564,0.13538642673386267,0.20928629889988137,0.2715205255091,0
0.0,0.2572861659547249,0.0,0.20124804992199688,0.7435897435897436,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1381901933450512,0.18981698399852337,0.03884372177055104,0.037943191258057014,0.6095361871989398,0.4722546251541,0
0.0,0.08978423194645234,0.07327141382868937,0.12480499219968799,0.7435897435897436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11561912843202618,0.16337976175263733,0.02408912978018669,0.02666620198750067,0.35363064953090406,0.4310284878117199,0
0.3333333333333333,0.041686287040462414,0.07019943840449276,0.1622464898595944,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08478089581186737,0.05713393250131334,0.031315868714242696,0.045976607775962464,0.21257326137184718,0.3633884903634539,1
0.6666666666666666,0.08663095758635685,0.052031583747330024,0.1825273010920437,0.7435897435897436,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.09234499060549123,0.03671205387779055,0.03523035230352303,0.04849789633079818,0.3460932973927,0.38146908785372036,0
0.3333333333333333,0.20738034374894693,0.13499892000863994,0.47737909516380655,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2457845930056367,0.15142479873919154,0.0921409214092141,0.05574043216435529,0.5525377341063189,0.614904494359267,0
1.0,0.957775554135405,0.0,0.5631825273010921,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.542117704103279,0.15598955005608325,0.10870219813309244,0.029410052129458606,0.9870405138434255,0.8275812211996643,0
0.3333333333333333,0.10206098012175745,0.049895600835193316,0.23868954758190328,0.7435897435897436,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.09908479301775863,0.06551092558674448,0.04607046070460705,0.060478941356038395,0.3813629916752741,0.3966962487709851,0
0.3333333333333333,0.24606050923278494,0.0,0.29797191887675506,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13171707376204617,0.08462182845621957,0.057512797350195724,0.06000656531318923,0.5975880681941121,0.4610084376127026,0
0.6666666666666666,0.09503968921327814,0.04883960928312574,0.2168486739469579,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09396933147463482,0.0373462443147667,0.04185486299307437,0.05715869690859934,0.3658037739957356,0.38521142854341717,0
0.0,0.059554841747670215,0.07999136006911944,0.187207488299532,0.7435897435897436,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1049760591551003,0.1509136601780466,0.036133694670280034,0.04477987989687091,0.2726146813334265,0.4093918404041563,0
0.3333333333333333,0.28440432545154615,0.0,0.36037441497659906,0.7435897435897436,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.15382750469725437,0.09757067200522498,0.06955736224028906,0.06391324799184409,0.6366499788687494,0.49777552814760373,0
